,title,track,categories,url
40,Task-Level Curriculum Learning for Non-Autoregressive Neural Machine Translation,Main,['Machine Translation'],https://www.ijcai.org/proceedings/2020/534
41,End-to-End Transition-Based Online Dialogue Disentanglement,Main,"['Dialogue', 'Information Extraction', 'Information Retrieval']",https://www.ijcai.org/proceedings/2020/535
42,Hierarchical Multi-task Learning for Organization Evaluation of Argumentative Student Essays,Main,"['Discourse', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2020/536
43,Transformers as Soft Reasoners over Language,Main,['Question Answering'],https://www.ijcai.org/proceedings/2020/537
44,Neural Machine Translation with Error Correction,Main,"['Machine Translation', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2020/538
45,Alleviate Dataset Shift Problem in Fine-grained Entity Typing with Virtual Adversarial Training,Main,"['Information Extraction', 'Named Entities', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2020/539
46,Multi-hop Reading Comprehension across Documents with Path-based Graph Convolutional Network,Main,"['Natural Language Processing', 'Question Answering']",https://www.ijcai.org/proceedings/2020/540
47,Gaussian Embedding of Linked Documents from a Pretrained Semantic Space,Main,['Embeddings'],https://www.ijcai.org/proceedings/2020/541
48,Better AMR-To-Text Generation with Graph Structure Reconstruction,Main,"['Natural Language Generation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2020/542
49,UniTrans : Unifying Model Transfer and Data Transfer for Cross-Lingual Named Entity Recognition with Unlabeled Data,Main,"['Information Extraction', 'Named Entities', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2020/543
50,Efficient Context-Aware Neural Machine Translation with Layer-Wise Weighting and Input-Aware Gating,Main,['Machine Translation'],https://www.ijcai.org/proceedings/2020/544
51,Enhancing Dialog Coherence with Event Graph Grounded Content Planning,Main,['Dialogue'],https://www.ijcai.org/proceedings/2020/545
52,Asking Effective and Diverse Questions: A Machine Reading Comprehension based Framework for Joint Entity-Relation Extraction,Main,"['Information Extraction', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2020/546
53,Exploring Bilingual Parallel Corpora for Syntactically Controllable Paraphrase Generation,Main,"['Natural Language Generation', 'Natural Language Processing']",https://www.ijcai.org/proceedings/2020/547
54,A Structured Latent Variable Recurrent Network With Stochastic Attention For Generating Weibo Comments,Main,"['Natural Language Generation', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2020/548
55,Dataless Short Text Classification Based on Biterm Topic Model and Word Embeddings,Main,['Text Classification'],https://www.ijcai.org/proceedings/2020/549
56,Leveraging Document-Level Label Consistency for Named Entity Recognition,Main,"['Named Entities', 'Tagging, chunking, and parsing']",https://www.ijcai.org/proceedings/2020/550
57,Towards Making the Most of Context in Neural Machine Translation,Main,['Machine Translation'],https://www.ijcai.org/proceedings/2020/551
58,Hype-HAN: Hyperbolic Hierarchical Attention Network for Semantic Embedding,Main,"['Embeddings', 'Text Classification']",https://www.ijcai.org/proceedings/2020/552
59,ERNIE-GEN: An Enhanced Multi-Flow Pre-training and Fine-tuning Framework for Natural Language Generation,Main,"['Natural Language Generation', 'Natural Language Processing', 'Natural Language Summarization']",https://www.ijcai.org/proceedings/2020/553
60,TransOMCS: From Linguistic Graphs to Commonsense Knowledge,Main,"['Knowledge Extraction', 'Resources and Evaluation']",https://www.ijcai.org/proceedings/2020/554
61,Teacher-Student Networks with Multiple Decoders for Solving Math Word Problem,Main,"['Natural Language Generation', 'Question Answering']",https://www.ijcai.org/proceedings/2020/555
62,Generalized Zero-Shot Text Classification for ICD Coding,Main,"['Text Classification', 'NLP Applications and Tools']",https://www.ijcai.org/proceedings/2020/556
63,Gated POS-Level Language Model for Authorship Verification,Main,"['Natural Language Processing', 'NLP Applications and Tools', 'Other']",https://www.ijcai.org/proceedings/2020/557
64,Modeling Dense Cross-Modal Interactions for Joint Entity-Relation Extraction,Main,"['Information Extraction', 'Named Entities']",https://www.ijcai.org/proceedings/2020/558
65,Knowledge Graphs Enhanced Neural Machine Translation,Main,"['Machine Translation', 'Natural Language Generation']",https://www.ijcai.org/proceedings/2020/559
66,Fast and Accurate Neural CRF Constituency Parsing,Main,"['Tagging, chunking, and parsing']",https://www.ijcai.org/proceedings/2020/560
67,A Relation-Specific Attention Network for Joint Entity and Relation Extraction,Main,"['Information Extraction', 'Knowledge Extraction']",https://www.ijcai.org/proceedings/2020/561
